col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,,,,,,,,,,,
-4.99,0.61,0,0,-2189.08,-1679.47,65.67,61.9,3.58,-27.73,-290.77,1175.52,-490.94,-2189.08,-1679.46,-586.13,734.88,22.35,-357.61,-2545.8,-1581.14,1831.12
-3.91,0.89,0,0,-1149.45,-4125.07,65.59,64.12,2.62,34.83,-79.84,1179.07,-935.68,-1149.45,-4125.08,-87.23,-408.57,-20.58,25.04,-3325.4,-213.19,-733.13
-2.55,-1.63,0,0,-3055.23,-1782,64.54,63.79,2.55,64.25,14.34,2293.53,-1084.71,-3055.23,-1782,-947.81,-14.74,2.08,-2074.43,-1195.55,-2980.13,488.83
6.35,-2.04,0,0,1857.72,4000.69,65.63,64.1,3.24,-216.13,93.23,571.41,-243.67,1857.72,4000.68,-1103.11,-48.14,104.12,-688.35,2435.45,-3026.35,53.29
-5.08,1.56,0,0,-2121.62,-2689.93,63.83,67.92,3.31,-274.84,-44.09,2151.73,-1640.47,-2121.62,-2689.93,-1027.35,-46.64,-34.12,-1701,-1879.58,-2614.44,537.94
-5.69,-0.61,0,0,-3727.05,-1704.38,65.17,64.06,3.19,551.69,-518.02,2761.7,284.69,-3727.05,-1704.38,-594.2,241.21,-32.33,-2551.02,-2003.66,-2216.59,1193.61
-2.1,-1.15,0,0,-2594.68,-139.14,64.35,62.06,2.75,-330.78,-41.07,-30.61,-605.52,-2594.68,-139.13,-988.25,45.15,63.18,-1791.36,-1024.9,-2868.59,712.12
-5.52,1.32,0,0,-2609.51,-1565.1,65,63.7,3.46,1372.02,-780.46,570.27,333.3,-2609.5,-1565.09,-361.31,343.59,-12.55,-1460.78,-2053.04,-408.28,-752.39
-1.57,0.6,0,0,-1787.99,-1477.86,65.5,66.39,2.55,-83.67,40.58,242.21,-214.54,-1787.99,-1477.85,-672.61,-118.1,-2.11,-1671.8,-852.6,-1417.07,-267.09
2.46,-3.17,0,0,-2622.73,977.76,67.78,65.43,2.6,-52.98,-23.15,2084.32,953.55,-2622.73,977.75,-1046.06,-31.3,34.02,-2728.87,1129.61,-2270.4,-456.06
-5.62,2.23,0,0,-1906.09,-2917.7,66.5,63.05,2.66,-331.6,-42.05,627.05,-735.79,-1906.09,-2917.71,-261.4,986.52,69.47,-107.96,-2966.68,-971.09,2332.67
-0.61,5.61,0,0,2589.46,-3142.86,65.97,63.7,3.35,-136.57,-340.58,780.23,-1576.1,2589.46,-3142.87,816.58,918.07,-57.18,4123.62,-2032.65,2861.96,1570.96
-5.12,-1.59,0,0,-4118.28,-524.05,65.05,65.58,3.33,710.04,366.56,2439.69,625.45,-4118.27,-524.05,-1158.77,107.17,-93.72,-3273.75,-1154.03,-2767.76,236.47
-5.73,-0.82,0,0,-3894.77,-1042.36,64.14,64.43,3.15,642.57,-509.95,2042.26,-13.78,-3894.76,-1042.36,-1061.35,79.06,-62.79,-2869.22,-1470.96,-2761.34,186.31
-1.41,-5.73,0,0,-4251.56,2651.03,64.13,65.2,2.02,-321.12,-45.14,437.44,1531.8,-4251.56,2651.03,-1284.94,168.43,111.96,-3564.03,1014.89,-3646.42,941.63
-1.34,-2.26,0,0,-3049.6,665.26,63.24,64.33,3.15,-157.93,168.26,960.53,-68.7,-3049.61,665.26,-862.92,-43.71,-54.9,-2133.04,-262.28,-2004.63,-117.2
-4.47,-0.94,0,0,-2768.35,-429.43,61.94,64.59,4.09,-141.28,-105.41,30.67,-88.31,-2768.35,-429.43,-669.05,-139.4,-30.62,-2178.66,-804.66,-1379.77,-1552.43
-3.96,-3.59,0,0,-4376.11,240.52,66.62,63.38,3.52,-98.47,272.13,963.21,-50.26,-4376.11,240.52,-914.54,-208.23,-12.02,-3590.05,-580.3,-2667.93,-858.36
2.05,-0.84,0,0,-585.5,191.24,62.18,65.55,3.28,57.94,78.68,1197.6,-567.83,-585.5,191.23,28.97,-679.79,-17.88,-1098.95,865.14,-677.67,-1910.99
0.21,1.33,0,0,1618.75,671.28,69.66,63.5,2.7,-335.21,62.09,-378.68,-45.99,1618.74,671.28,-611.61,314.37,85.86,1676.94,727.75,230.85,1019.48
-0.99,-5.76,0,0,-4162,2906.41,63.27,64.4,2.02,-339.15,-33.38,579.41,2069.65,-4162,2906.41,-1272.93,165.2,163.32,-3609.83,1077.04,-3656.37,1200.56
2.91,-3.04,0,0,-971.42,2521.41,62.88,68.4,2.87,-220.33,100.98,172.09,180.65,-971.42,2521.41,-800.4,-272.66,17.17,-1892.63,3115.02,-1213.22,-2182.96
-5.31,-0.13,0,0,-3461.02,-2026.45,64.29,64.62,3.12,543.09,-264.9,1864.16,-162.64,-3461.02,-2026.45,-506.47,56.31,8.56,-2528.94,-2055.18,-1924.22,-345.27
-1.44,-4.24,0,0,-3710.98,1610.69,65.47,62.59,2.75,-334.54,-30.51,-128.92,332.02,-3710.98,1610.68,-737.56,-288.13,54.88,-3276.2,520.08,-2680.52,-466.41
-4.41,0.62,0,0,-2175,-2199.41,62.2,64.2,2.48,238.76,-76.17,981.72,-630.04,-2175,-2199.41,-886.75,-80.03,38.76,-1945.73,-1448.94,-2321.73,-132.74
-2.13,1.64,0,0,-418.45,-2616.42,63.34,64.22,2.7,-271.22,44.49,-3.53,-588.48,-418.45,-2616.41,-1.83,886.04,15.67,742.72,-2693.77,-1.51,1534.38
-6.13,-1.35,0,0,-3664.35,-1606.35,64.5,64.5,3.07,-272.2,-41.29,1100.07,-258.97,-3664.35,-1606.34,-948.69,243.48,20.06,-1924.93,-2453.4,-1973.71,712.02
-4.25,-2.2,0,0,-3417.56,-1227.63,65.96,64.39,3.59,108.12,-97.18,1527.07,-784.25,-3417.56,-1227.63,-497.6,-190.27,-47.37,-2011.31,-1972.53,-1630.94,-836.91
-2.73,-4.2,0,0,-4098.61,384.88,64.12,64.59,3.29,-4.57,452.99,1385.05,120.2,-4098.61,384.88,-939.86,-108.77,-54.87,-2787.15,-1055.44,-2725.95,-127.59
-4.2,0.05,0,0,-2142.26,-2209.55,65.09,63.82,3.07,1242.47,-1319.16,368.46,-840.93,-2142.26,-2209.55,-64.78,369.18,-69.35,-482.03,-2512.41,-47.4,243.73
-4.87,1.1,0,0,-2719.57,-1748.27,65.47,68.82,3.83,483.83,-78.04,-326.3,-263.21,-2719.56,-1748.27,-668.55,-346.76,-41.5,-2184.97,-1679.52,-936.63,-1918.59
-5.76,0.98,0,0,-3327.04,-2335.48,64.88,64.27,2.64,1487.59,251.99,1621.66,-52.49,-3327.04,-2335.49,-691.51,491.43,-58.58,-1360.27,-2802.9,-1646.37,1107.98
5.67,-6.34,0,0,-1954.75,5779.93,64.35,64.35,3.01,-339.15,-33.38,1469.2,2911.97,-1954.75,5779.92,-1280.91,173.6,221.38,-3263.47,3122.04,-3489.96,874.45
1.83,-0.72,0,0,-1247.64,589.82,62.64,60.36,2.51,-248.73,-68.99,718.62,1423.99,-1247.64,589.82,-1060.92,288.33,49.42,-1341.59,184.97,-2041.19,1476.85
4.41,0.89,0,0,3118.95,513.84,66.94,67.87,3.33,226.72,514.71,-425.27,-360.91,3118.95,513.84,-923.29,178.74,-8.08,1543.66,667.2,-183.45,748.33
-4.01,-0.56,0,0,-2527,-2079.17,65.07,65.68,2.72,392.76,778.37,1244.88,-890.33,-2527,-2079.17,-803.08,-143.15,-67.88,-1557.53,-1959.02,-1448.57,-798.29
-3.77,-4.02,0,0,-4279.93,385.14,64.47,63.84,2.61,161.21,291.19,1735.42,438.58,-4279.93,385.14,-1209.75,187.25,-44.67,-2849.06,-894.86,-3287.33,1192.23
-3.13,1.99,0,0,-891.66,-2432.43,65.68,63.18,2.88,143.83,-44.57,832.4,-317.26,-891.66,-2432.43,-755.06,591.78,-28.89,579.77,-2059.3,-531.41,2140.2
4.59,2.93,0,0,4823.16,1439.05,57.71,65.23,3.62,-204.1,-191.01,-427.33,-557.71,4823.17,1439.05,324.13,1709.49,-33.59,3652.05,66.17,962.81,3161.9
-4.7,-3.37,0,0,-4526.38,25.9,66,64.12,3.41,-5.84,310.86,579.41,-71.63,-4526.38,25.89,-1100.31,-112.17,-50.92,-3492.12,-1047.73,-2737.01,-858.76
-4.89,-1.54,0,0,-3918.62,-659.76,65.53,63.18,4.09,400.35,-617.74,1859.34,1189.08,-3918.62,-659.76,-918.31,138.84,-61.39,-2248.74,-1436.69,-2096.09,479.27
-3.89,0.95,0,0,-1454.52,-1904.83,64.03,65.48,2.59,-64.21,-134.49,550.62,-742.43,-1454.51,-1904.82,-818.22,42.21,22.24,-1500.6,-935.61,-1854.39,-176.87
-6.63,1.95,0,0,-2426.89,-3446.15,66.04,63.28,3.05,1492.97,-1799.6,3729.67,-623.77,-2426.89,-3446.15,-1026.94,723.33,34.22,-573.85,-3183.44,-2180.69,2833.66
-4.3,1.93,0,0,-1376.86,-3254.54,65.79,63.58,3.12,72.2,349.14,1100.84,-1258.69,-1376.86,-3254.54,-84.71,905.36,-66.98,334.56,-2928.26,-430.36,1741.14
-0.9,-6.19,0,0,-4158.84,2901.91,64.08,64.83,2.17,-339.15,-33.38,153.29,1517.45,-4158.84,2901.91,-1251.43,137.47,153.78,-3646.93,1115.07,-3515.68,739.95
5.82,-3.87,0,0,1444.25,6415.78,61.93,62.11,3.53,27.1,-530.29,1746.83,2811.39,1444.26,6415.77,-1154.05,51.93,15.83,-1562.19,4090.52,-2652.52,481.62
1.71,3.04,0,0,3002.92,-1843.13,61.8,59.97,2.78,-336.95,-90.99,-940.86,-371.49,3002.92,-1843.12,-613.53,769.82,29.53,2173.2,-1720.07,-525.81,2570.89
-0.6,-6.59,0,0,-4230.71,2999.11,63.57,64.71,2.07,-339.15,-33.38,1401.28,2937.04,-4230.71,2999.11,-1308.04,196.69,182.24,-3644.73,1137.53,-3856.43,1668.49
5.02,-0.13,0,0,2181.8,2133.57,68.37,62.8,3.54,-23.74,589.59,1013.52,-270.22,2181.8,2133.57,-1088.06,142.23,73.41,128.92,1550.54,-2306.94,1018.77
-4.52,-2.9,0,0,-4307.43,-296.02,66.12,64.69,3.41,-71.93,223.73,2310.05,-109.16,-4307.43,-296.03,-954.78,-142.14,-37.05,-3224.83,-1246.79,-3184.46,351.45
-4.04,-2.88,0,0,-3919.38,-491.89,63.48,67.05,2.93,-125.17,35.02,1715.08,-709.4,-3919.38,-491.89,-1046.09,-272.37,-89.47,-2802.66,-1375.3,-2817.91,-868.45
-3.92,0.75,0,0,-2301.43,-2377.26,63.1,62.67,3.37,648.03,-811.15,2150.76,-1072.87,-2301.43,-2377.24,-373.82,315.09,-28.18,-1070.23,-2348.02,-1916.69,1051.15
6,-2,0,0,1632.62,4580.02,63.45,65.94,3.62,-102.28,406.91,1496.56,804.71,1632.62,4580.01,-1209.33,209.84,19.47,-528.45,2760.24,-2407.61,1416.24
-2.69,-0.82,0,0,-2970.39,-1147.56,62.69,63.88,3.98,712.92,248.23,1276.11,-550.71,-2970.4,-1147.56,-471.03,-289.34,-19.44,-1974.58,-1628.17,-1600.95,-256.25
-1.25,-5.7,0,0,-4142.81,2731.73,63.73,65.27,2.24,-339.15,-33.38,862.96,2402.03,-4142.81,2731.74,-1297.53,188.94,113.37,-3518.88,1116.09,-3763.55,1359.52
-3.19,-2.45,0,0,-3506.15,-1552.48,65.14,64.38,3.37,1214.18,1500.95,500.13,162.36,-3506.15,-1552.48,-394.1,-558.69,-66.04,-2199.99,-1759.25,-1077.1,-625.35
4.23,0.83,0,0,2774.27,1271.94,63.62,68.79,3.5,-337.86,156.56,-818.12,-211.43,2774.27,1271.95,-254.24,-1043.31,-63.51,652.52,1826.75,368.78,-1926.37
-5.81,0.92,0,0,-3004.29,-2812.55,63.58,65.58,3.12,1069.27,-715.04,2209.01,-318.62,-3004.29,-2812.55,-307.36,131,-35.83,-1932.4,-2614.12,-1315.32,183.44
-4.12,-0.14,0,0,-3435.44,-951.15,65.56,65.5,3.44,542.68,-319.05,1586.31,-54.2,-3435.44,-951.15,-1132.55,26.77,-78.37,-2606.76,-1265.55,-2642.15,-459.87
-4.21,1.26,0,0,-1494.34,-2894.02,63.15,65.67,2.52,-82.96,34.83,-33.61,-873.09,-1494.33,-2894.01,-689.44,-452.1,10.98,-1451.9,-1947.88,-1645.19,-1529.37
-4.36,2.7,0,0,-309.47,-5095.34,64.19,63.43,2.4,809.05,454.11,247.54,510.01,-309.46,-5095.34,-138.32,-223.23,-61.97,933.05,-3952.96,974.79,1034.56
3.46,-3.18,0,0,-1230.55,2670.66,66.45,64.64,3.49,-322.32,65.2,1224.83,-1110.5,-1230.54,2670.66,-894.25,-399.35,-44.9,-1939.15,3333.18,-2021.31,-2247.56
3.72,-5.89,0,0,-3115.07,4296.42,64.41,63.29,3.29,-339.15,-33.38,824.22,1857.25,-3115.07,4296.42,-1254.8,116,174.17,-3702.37,2277.63,-3395.24,154.26
-1.39,-4.85,0,0,-3891.27,2730.11,64.08,63.83,2.17,-339.15,-33.38,33.25,1347.95,-3891.27,2730.11,-1235.77,125.77,132.76,-3457.45,1103.56,-3501.73,840.7
-4.65,-2.43,0,0,-4308.04,530.45,63.79,65.68,3.33,240.96,72.09,1498.65,709.43,-4308.04,530.45,-1165.84,61.19,-49.28,-3156.12,-691.31,-2975.26,216.11
-2.85,0.77,0,0,-756.04,-1222.11,62.3,65.63,2.93,-189.67,-226.07,744.28,1372.25,-756.03,-1222.1,-741.15,62.01,27.59,-1079.79,-30.12,-1362.08,438.45
0.27,-0.2,0,0,-991.75,-2092.21,67.43,61.6,2.48,398.74,-762.39,2253.26,-1147.18,-991.75,-2092.2,-950.49,101.95,28.68,-187.73,-1181.77,-2056.86,989.22
-6.17,-0.66,0,0,-3282.03,-1924.77,64.91,65.04,2.8,-163.85,-37.93,1812.47,-819.35,-3282.03,-1924.76,-850.62,-55.31,-53.17,-2194.07,-2082.15,-2673.21,-11.33
0.39,4.7,0,0,5898.17,-276.36,67.34,64.8,2.97,-297.77,-44.71,524.76,-2048.31,5898.16,-276.36,-871.33,-187.32,19.6,2543.33,2805.59,-2309.29,10.72
-4.01,0.88,0,0,-635.18,-2869.39,66.39,63.5,2.81,-336.48,-65.65,1234.87,-2205.92,-635.18,-2869.39,-1020.69,579.91,60.59,522.95,-1130.27,-2455.05,1801.78
2.2,3.75,0,0,3973.21,-4618.35,68.58,62.17,2.78,130.27,-273.91,683.2,-1923.72,3973.21,-4618.35,-495.13,1112.57,25.26,3360.06,-2975.52,-496.99,2622.75
-2.64,5.79,0,0,2387.31,-2047.07,63.83,65.98,2.64,-218.96,-167.32,1485.8,-1795.79,2387.31,-2047.06,-1167.36,232.43,12.37,2149.41,1235.95,-1784.51,961.04
3.55,-0.26,0,0,3271.91,3046.97,59.27,56.67,2.8,-343.01,-36.25,-718.74,-356.66,3271.9,3046.96,-1130.7,310.21,131.98,1264.25,1615.72,-1744.18,2003.02
1.2,-5.72,0,0,-3810.97,3422.82,64.65,63.29,2.22,-339.15,-33.38,1259.08,2389.33,-3810.97,3422.82,-1303.01,179.28,216.23,-3676.87,1444.88,-3794.12,1234.66
3.25,1.84,0,0,5279.42,1304.04,56.74,58.53,3.02,-343.9,-34.66,-467.11,-1013.94,5279.42,1304.04,-1196.52,348.89,104.46,2617.53,1068.84,-1778.75,2992.35
1.75,3.78,0,0,5048.84,-3346.52,64.29,64.79,3.42,-346.87,-31.44,405.2,-2971.82,5048.83,-3346.51,-1221.82,263.55,109.8,3041.19,73.76,-2166.7,2390.75
3.68,0.6,0,0,3764.74,2279.16,56.13,61.9,2.44,-354.43,-44.31,-80.21,-1018.94,3764.74,2279.16,-1194.85,314.57,131.07,2053.04,1457.99,-2063.74,2018.85
1.65,-5.35,0,0,-3612.99,3391.61,62.75,63.75,2.55,-339.15,-33.38,1738.31,2575.43,-3612.99,3391.61,-1308.04,196.69,211.77,-3531.94,1465.02,-3856.43,1668.49
-2.79,2.39,0,0,1315.36,-2599.3,65.15,66.24,2.52,-262.32,-151.32,670.59,-2318.1,1315.36,-2599.29,-1083.47,250.31,68.07,1232.39,-239.98,-2377.35,1703.5
2.32,3.83,0,0,3629.69,-1895.71,67.29,66.74,3.16,-87.71,-45.28,-137.86,-855.33,3629.69,-1895.71,-872.58,200.85,46.4,1786.95,-574.4,-360.67,1877.8
-3.64,-3.99,0,0,-4744.41,1214.73,63.79,63.64,3.37,128.58,1.73,2478.53,1451.09,-4744.41,1214.73,-1239.7,130.26,-54.09,-3534.83,-404.14,-3657.19,1173.9
-4.94,0.95,0,0,-3142,-2162.62,64.26,63.43,2.6,1743.54,-1071.13,2829.89,461.28,-3142,-2162.62,-458.41,703.16,-49.75,-1158.76,-2519.52,-1758.28,2262.36
-3.22,-1.21,0,0,-2656.18,-1191.75,60.45,63.91,3.07,-98.79,-30.73,1632.7,335.98,-2656.18,-1191.75,-1137.88,144.93,89.22,-1878.78,-1853.01,-3067.06,1389.91
1.81,-3.68,0,0,-3237.38,2162.54,64.22,66.39,2.6,789.03,1025.62,1701.43,2087.23,-3237.38,2162.54,-1191.04,94.72,18.64,-3058.04,830.23,-2575.42,130.22
1.16,5.88,0,0,6151.13,-4347.73,64.5,64.03,3.01,-346.77,-36.1,406.03,-3041.3,6151.13,-4347.74,-1223.4,322.3,175.81,2563.22,497.79,-2899.29,2636.37
-1.75,0.83,0,0,-1583.95,-2831.4,65,63.67,3.15,-27.86,257.5,353.7,-950.35,-1583.95,-2831.4,-760.98,381.29,4.43,25.65,-2317.33,-1466.15,1586.97
-1.28,-5.3,0,0,-4023.46,2875.37,64.13,64.33,2.02,-339.15,-33.38,151.32,1534.41,-4023.46,2875.38,-1276.39,158.74,158.53,-3487.59,1133.32,-3567.2,971.03
-3.66,0.65,0,0,-1943.72,-1608.89,63.72,65.76,2.36,3.4,-117.36,272.28,-798.96,-1943.72,-1608.88,-696.3,80.24,9.68,-1542.83,-975.35,-1474.13,-748.27
-6.69,1.22,0,0,-3115.24,-2635.45,65.81,61.71,3.37,706.9,-963.61,2612.74,-797.5,-3115.24,-2635.45,-885.9,713.43,-0.29,-827.49,-3345.36,-1915.51,1977
-0.93,-2.6,0,0,-3133.86,738.31,66.25,65.9,3.24,243.26,820.11,808.96,46.16,-3133.86,738.31,-1117.18,4.2,33.13,-2517.16,44.71,-2477.36,-193.04
-0.56,4.61,0,0,5955.9,1462.84,64.38,65.82,3.05,-357.51,-64.81,737.86,-608.92,5955.9,1462.85,-986.62,316.52,-0.53,2663.6,4306.22,-10.59,1131.38
-1.07,1.91,0,0,-230.91,-1117.66,66.25,62.32,2.88,-312.91,-33.6,382.27,-1234.1,-230.91,-1117.66,-358.99,410.84,-18.14,422.52,-1290.54,-1412.76,1162.31
0.16,0.25,0,0,-397.96,28.24,63.84,61.53,3.33,-340.31,-53.09,28.72,-763.96,-397.96,28.24,-706.65,-53.1,-22.11,-116.11,-465.42,-1227.4,-334.29
-6.64,0.3,0,0,-3618.37,-2091.15,66.33,66.04,2.74,1290.6,-662.7,1614.02,-408.13,-3618.37,-2091.15,-408.55,511.02,-22.93,-2029.46,-2653.42,-1402.46,724.13
-5.6,-0.9,0,0,-4212.34,-775.14,63.33,64.67,2.74,1510.87,-376.42,1670.59,1582,-4212.34,-775.14,-1087.55,207.43,-44.65,-2677.32,-1980.87,-2261.46,821.4
-4.99,-1.98,0,0,-3986.85,-630.2,65.93,65.33,3.24,-86.36,25.21,1417.59,142.59,-3986.85,-630.21,-854.63,-255.28,-37.82,-2838.36,-1484.5,-2807.7,-17.38
2.1,0.15,0,0,457.7,196.36,61.71,67.24,2.62,289.88,-279.67,2975.19,415.44,457.7,196.35,-797.7,493.91,-25.45,-49.32,1052.02,-1520,1427.6
3.35,4.33,0,0,4867.77,-699.94,65.15,65.96,2.8,-239,-51.85,5.7,-137.64,4867.78,-699.95,509.13,918.75,-25,4351.33,-181.58,2777.01,2915.82
-0.55,2.3,0,0,84.4,-3315.36,66.42,64.38,2.99,487.73,-18.05,241.6,-288.09,84.4,-3315.36,256.05,6.1,-13.61,1364.47,-2509.4,944.52,982.54
-0.57,-6.2,0,0,-4197.55,2858.03,65.06,64.44,1.98,-253.71,-127.32,1287.19,2511.36,-4197.55,2858.04,-1308.04,196.69,187.64,-3573.65,956.48,-3856.43,1668.49
-5.87,0.65,0,0,-2738.13,-2846.88,66.84,63.68,3.09,345.8,509.66,2402.19,-1344.2,-2738.12,-2846.88,-1066.34,-28.13,-8.17,-1544.88,-1887.38,-3312.84,481.03
0.7,1.66,0,0,637.38,-3196.77,67.07,60.57,2.72,-143.64,-383.54,-628.97,-922.05,637.38,-3196.77,7.57,280.54,-5.24,973.36,-2943.92,-439.53,500.49
5.77,3.95,0,0,7607.71,-225.72,62.78,58.76,5.2,-386.73,11.45,-960.89,191.66,7607.71,-225.73,1399.51,-1824.34,6.61,2867.79,5223.7,4056.77,-2491.49
3.65,0.93,0,0,3959.27,2969.56,54.35,58.69,5.4,-355.1,202.57,-566.52,249.81,3959.27,2969.55,1240.49,2132.13,-15.75,4615,2886.99,3238.34,3088.34
2.29,0.68,0,0,190.84,-127.86,65.82,63.82,3.28,611.31,733.33,-846.29,84.62,190.84,-127.85,2674.58,-2343.31,-64.6,-173.14,-703.06,3096.84,-3975.96
-2.42,0.59,0,0,-1331.14,-1665.83,65.42,64.81,2.99,1246.72,257.02,-792.15,-65.71,-1331.14,-1665.83,1328.33,-578.63,-59.91,-522.82,-2204.3,1610.98,-1883.3
4.67,0.04,0,0,3399.29,1692.13,62.47,63.31,3.55,664.4,-632.82,-390.86,450.13,3399.29,1692.14,1649.55,317.28,-36.69,3678.28,2261.1,4644.65,217.57
3.95,-2.45,0,0,-820.58,3313,63.29,65.52,3.15,-117.36,378.03,-779.78,32.69,-820.59,3313,340.74,-1939.31,-39.89,-2022.32,3011.26,84.27,-4596.23
0.11,1.44,0,0,-549.57,-836.1,64.17,65.25,3.12,1518.26,1741.47,-906.02,69.05,-549.57,-836.1,1936.92,-2137.11,-71.99,-890.91,-552.05,2671.31,-4605.27
-1.81,4.01,0,0,1494.86,-2671.06,64.58,63.65,3.17,149.39,685.43,-787.07,320,1494.86,-2671.07,2409.32,1203.45,-96.6,2847.27,-2796.16,4670.1,-886.77
1.83,4.16,0,0,3549.88,935.15,60.03,62.05,2.37,-196.9,-232.38,-898.73,174.74,3549.88,935.14,2190.86,3343.65,4.59,5582.57,440.2,4409.14,4757
5.72,-0.29,0,0,3051.77,2823.21,64.52,68.72,4.15,-371.14,133.7,-925.11,25.85,3051.77,2823.22,495.33,-306.09,-18.79,2300.42,4903.27,2713.75,-1751.63
4.24,2.04,0,0,2383,149.1,65.55,63.1,2.74,970.54,1080.9,-769.8,198.85,2383,149.09,2721.11,607.23,-66.31,3265.06,-922.41,5302.21,-918.49
1.2,0.86,0,0,1251.45,2755.99,64.46,65.33,3.88,-356.92,-24.96,-932.26,89.5,1251.45,2755.99,381.09,-420.47,-62.31,1201.1,2617.17,1524.65,-1424.71
-0.16,-6.04,0,0,-3994.79,2975.9,64.35,65.41,2.49,-339.67,-36.85,-851.82,198.38,-3994.79,2975.9,-822.94,-579.27,190.99,-4153.21,1143.22,-2914.4,-1810.25
6.09,-3.23,0,0,-119.77,4575.56,63.43,64.24,4.02,-57.31,560.12,-499.59,-26.03,-119.77,4575.56,-37.34,-1056.4,70.5,-1596.14,3615.06,-109.24,-3165.67
3.97,1.43,0,0,2789.22,-883.4,63.59,66.12,2.84,1034.39,1537.14,-986.07,20.62,2789.22,-883.39,1959.88,-2154.89,37.74,1698.14,-419.07,3626.33,-2440.37
-0.79,2.38,0,0,466.23,-1591.38,63.37,63.42,4.05,-327.99,51.58,-942.75,187.61,466.23,-1591.39,1310.24,927.14,-61.83,2381.82,-2139.2,3633.55,-933.07
3.85,3.38,0,0,3617.3,655.09,63.32,66.62,2.75,-237.38,50.63,-516.99,-353.68,3617.31,655.09,1384.5,-1149.27,16.67,2186.71,1387.93,3134.28,-1581.41
5.96,0.89,0,0,3400.74,732.68,66.61,61.67,3.21,487.75,912.96,-408.47,570.84,3400.74,732.68,262.34,-156.97,1,2203.62,1593.09,3117.43,336.01
1.22,2.81,0,0,583.4,-513.34,63.45,64.18,3.49,-177.23,165.39,100.05,-120.89,583.4,-513.33,2368.45,-932.74,21,670.73,-978.26,2326,-1555.76
3.24,0.92,0,0,3395.18,1884.82,56.84,60.39,2.88,-348.65,-43.18,-952.87,193.06,3395.18,1884.82,1162.67,1706.58,38.44,4343.37,1611.73,3354.43,2680.12
-5.46,3.28,0,0,-128.83,-4438.49,64.62,63.73,3.52,-235.71,63.27,379.91,-495.85,-128.83,-4438.5,-215.01,660.02,26.08,1592.27,-3338.57,999.79,1875.7
3.81,2.99,0,0,4139.27,745.05,67.41,63.97,3.14,-219.11,-9.93,-947.84,211.76,4139.27,745.05,3496.28,225.43,-79.75,5402.21,85.53,6929.05,-1082.4
4.09,3.41,0,0,4928.27,-1255.71,60.98,68.73,5.42,125.52,-291.65,-805.62,296,4928.27,-1255.72,2340.96,1155.39,-87.14,6888.13,72.76,6148.24,3863.78
-3.23,3.13,0,0,13.3,-2797.97,66.22,64.3,3.79,954.03,1265.18,-619.43,694.19,13.3,-2797.98,2119.36,273.16,-106.83,918.28,-3195.09,3378.11,-1474.94
2.1,3.3,0,0,2664.2,892.3,66.48,68,2.8,-316.08,-57.65,-913.64,-88.52,2664.2,892.32,3433.75,-2278.59,52.01,1681.01,2865.41,3773.62,-3977.16
3.2,-0.07,0,0,1370.16,2759.01,61.86,62.55,4.52,226.96,-791.01,-718.58,109.24,1370.16,2759.01,1724.82,-603.43,-78.12,1270.71,2768.69,2312.22,-1678.61
6.43,-1.64,0,0,3565.84,4041.56,62.18,64.94,5.97,-391.6,-90.05,-945.01,195.96,3565.84,4041.57,1453.8,-863.38,-20.54,2583.94,4945.68,2969.16,-1316.04
5,0.75,0,0,4079.38,3262.41,59.03,59.7,3.76,-370.5,-52.78,-945.67,202.27,4079.38,3262.42,823.32,1989.12,-23.18,4238.63,1645.45,2948.04,3694.02
4.74,2.66,0,0,6646.92,-300.86,72.12,62.08,6.16,-360.95,-37.02,-947.52,198.61,6646.92,-300.86,656.09,1358.26,-38.7,5872.85,1228.68,4575.44,3767.11
0.4,2.34,0,0,1177.04,-1264.06,63.05,63.58,4.05,641.08,936.38,-906.71,60.07,1177.04,-1264.06,3935.98,1216.01,-80.19,2432.6,-3488.88,4176.95,-110.58
-5.14,2.59,0,0,-691.16,-3191.86,65.59,64.12,4.36,91.75,298.02,-818.98,428.49,-691.16,-3191.86,2361.62,870.93,-88.82,824.21,-4129.59,2821.15,-614.79
-0.66,4.62,0,0,3024.71,-3843.38,64.35,62.62,4.39,-340.17,45.7,-948.29,167.64,3024.71,-3843.4,1585.82,1621.79,-54.67,3478.22,-3197.24,2829.46,2595.47
4.79,-1.62,0,0,242.85,2992.2,63.5,62.44,3.69,-342.71,-3.85,-933.34,162.47,242.85,2992.2,1246.51,-2243.45,2.4,-1034.03,3321.31,845.62,-4039.94
3.06,7.29,0,0,6784.21,-753.09,64.54,65.15,3.17,-323.84,-93.3,-333.65,-925.36,6784.21,-753.09,2385.97,1145.66,-56.56,6033.92,1155.94,5205.25,2302.14
2.46,3.83,0,0,1826.19,-1104.33,63.53,65.63,3.09,-74.18,222.51,-683.51,275.59,1826.19,-1104.32,1982.33,-120.35,-70.91,3207.88,-789.86,4717.65,-840.53
2.71,3.7,0,0,4015.16,-288.65,69.66,64.97,3.77,-257.3,176.4,-916.6,166.69,4015.16,-288.65,3832.03,-901.46,-74.68,4976.15,1520.56,6747.01,-2064.16
0.82,-0.83,0,0,-770.61,357.79,66.39,65.83,2.8,-313.09,6.71,-921.8,135.42,-770.61,357.8,655.78,-2009.14,-35.87,-1777.08,468.89,590.91,-3851.41
