col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,,,,,,,,,,,
5.56,-0.49,0,0,4614.7,3366.5,57.97,66.48,6.13,-366.89,-71.63,-961.58,173.08,4614.71,3366.52,1132.98,456.52,-51.22,3210.83,2484.11,3087.62,561.87
0.1,-1.04,0,0,-1821.85,549.21,68.63,65.7,2.43,-307.38,135.94,564.27,-604.31,-1821.85,549.21,-771.62,-370.29,34.19,-1263.28,598.77,-1463.4,-1688.45
-2.45,3.82,0,0,827.9,-432.46,64.96,62.58,3.34,546.31,1267.34,-792.15,210.83,827.9,-432.47,2044.12,1579.29,-99.95,2520.25,-332.9,3788.26,-290.93
3.76,1.06,0,0,1228.11,1530.63,64.19,64.48,3.37,-312,28.73,-927.18,90.88,1228.11,1530.62,1022.38,-868.39,-10.31,-385.77,1946.9,992.26,-2605.4
5.33,-0.28,0,0,1287.26,986.22,66.5,67.42,2.73,-98.69,-47.57,553.87,-1454.36,1287.26,986.23,-439.05,-641.86,58.59,-609.03,1687.7,-1050.69,-1448.06
5.24,3.33,0,0,5200.85,-1147.58,64.95,65.59,2.53,-359.59,-14.5,-321.69,-248.36,5200.85,-1147.59,-185.68,144.49,-25.81,5117.8,282.07,3979.85,744.64
0.09,2.59,0,0,1014.06,-3265.67,64.29,65,3.37,-286.57,68.55,-951.06,66.16,1014.06,-3265.68,1120.58,1890.9,-17.61,2315.32,-4374.48,2417.74,1926.13
-2.04,-5.25,0,0,-4142.08,2520.11,64.23,65.46,2.12,-339.15,-33.38,-418.64,572.32,-4142.08,2520.12,-1110.44,-23.58,43.28,-3669.67,1064.05,-3211.03,-28.28
2.55,-2.39,0,0,-1288.19,2664.59,61.46,61.92,2.93,-53.51,-366.07,107.48,911.21,-1288.19,2664.59,-426.24,-27.28,7.88,-2035.5,2461.64,-977.66,-1671.5
-4.08,4.29,0,0,69.79,-2579.71,67.14,66.54,3.53,204.95,-243.75,-369.04,-465.86,69.79,-2579.72,2128.72,1287.28,-51.3,1884,-2385.37,2642.6,-209.81
3.19,-3.48,0,0,-440.92,2407.03,65.6,67.7,4.15,-161.24,48.34,-7.57,-761.56,-440.92,2407.03,-258.34,-983.82,-9.17,-1508.13,3555.09,-470.36,-3530.75
5.49,-1.08,0,0,2430.47,5160.81,64.23,66.86,3.37,-200.09,-37.65,817.48,797.07,2430.47,5160.81,-189.38,476.06,1.42,1591.53,5580.69,565.48,776.94
3.87,-0.75,0,0,964.37,3421.16,59.44,60.81,3.1,-335.57,-118.52,-849.61,153.3,964.38,3421.16,-221.58,-210.61,-4.08,-221.53,4055.74,345.15,-1941.19
-0.45,-0.87,0,0,-1815.64,-894.2,62.18,65.64,2.86,62.72,-12.38,-595.44,-353.26,-1815.64,-894.2,1044.38,-1287.69,-45.68,-1724.5,-1498.87,4.3,-2011.88
3.43,-4.35,0,0,-2541.52,3502.54,63.63,64.05,2.61,-339.15,-33.38,973.51,1869.53,-2541.52,3502.54,-1198.87,-39.93,124.69,-3271.79,2043.95,-3141.83,-119.04
-1.66,2.65,0,0,519.96,-1057.04,63.46,62.38,3.5,-77.33,90.15,-774.82,-79.46,519.96,-1057.04,551.49,-481.6,-40.03,809.71,-570.12,1811.44,-2232.97
1.14,-6.06,0,0,-4003.84,3121.65,64.88,64.88,2.49,-339.15,-33.38,-421.28,416.17,-4003.84,3121.65,-1028.29,-240.84,111.69,-4048.23,1325.73,-3164.1,-916.83
-2.63,4.72,0,0,1501.68,-4904.42,63.83,66.42,2.93,-252.03,-109.84,-704.28,-1132.25,1501.68,-4904.43,-0.98,1032.46,20.62,1517.29,-3724.21,-129.23,2551.7
-4.49,1.97,0,0,-1146.39,-2734.76,64.45,63.95,3.46,597.64,457.46,-281.39,222.89,-1146.39,-2734.76,1205.14,-1158.37,-47.29,-402.31,-3508.05,1353.71,-1399.23
-1.73,-2.59,0,0,-2695.77,176.25,63.8,61.27,2.93,-339.15,-33.38,-564.55,-200.92,-2695.77,176.26,375.23,-814.98,109.07,-2158.01,-875.82,-1534.95,-533.38
4.26,2.56,0,0,3963.36,1918.94,65.62,66.12,3.12,-158.12,-89.46,-906.87,-128.66,3963.36,1918.95,645.37,-471.43,-42.55,1256.02,2440.29,1622.7,-1762.03
-5.6,-0.74,0,0,-2583.12,-1895.7,64.79,62.95,3.57,142.04,184.32,-725.72,-313.16,-2583.12,-1895.7,887.49,-1069.05,-55.22,-1908.66,-2928.13,95.25,-2112.63
-2.49,-0.81,0,0,-2178.53,-610.98,64.59,62.59,3.02,-339.15,-33.38,-885.32,7.47,-2178.54,-610.96,766.48,-363,23.16,-1512.4,-1635.48,-865.36,-75.62
-3,2.67,0,0,872.89,-3816.04,62.79,66.82,3.69,157.32,-610.84,344.5,958.78,872.89,-3816.04,-1030.47,314.22,-39.21,353.83,-1397.51,-811.28,2566.13
-5.2,1.98,0,0,-1728.68,-2311.67,67.71,65.41,3.83,189.04,-369.51,-303.91,716.69,-1728.68,-2311.67,597.47,136.23,-46.48,-90.29,-3420.51,969.4,489.14
-1.58,1.84,0,0,651.33,-4273.4,64.54,67.92,3.52,-91.37,-39.39,-723.96,-463.46,651.33,-4273.41,555.79,704.3,-19.38,1026.43,-3282.55,589.92,1532.89
-0.64,-4.26,0,0,-3090.13,1140.71,67.29,59.29,3.04,-334.99,-36.63,-757.99,-42.76,-3090.13,1140.71,-477.22,-583.52,85.18,-3093.6,53.61,-2280.33,-1318.23
6.69,-3.02,0,0,2611.7,5447.47,63.88,65.81,3.41,-334.76,-87.58,249.15,1532.01,2611.71,5447.46,-168.58,-430.99,-33.72,91.61,5335.58,185.21,-1064.83
5.93,1.59,0,0,3851.17,162.43,62.62,65.65,3.02,-342.5,200.73,-384.43,-445.91,3851.17,162.43,655.55,-705.44,-0.46,4120.81,378.93,3402.62,-762.14
1.49,2.38,0,0,1619.79,-3263.69,60.59,66.41,2.55,-55.28,145.75,95.19,-1047.23,1619.79,-3263.7,-84.59,1057.5,-22.25,2242.02,-3454.15,410.22,2050.66
0.39,-6.36,0,0,-4279.39,3002.61,66.2,63.93,2.63,-339.15,-33.38,887.47,2359.41,-4279.39,3002.62,-1273.07,166.58,111.34,-3853.01,1207.62,-3629.28,967.86
-4.56,0.27,0,0,-1929.97,-2475.22,67.74,62.78,3.59,-124.05,-115.58,-222.21,-783.11,-1929.97,-2475.22,-265.62,-835.87,-16.19,-1014.36,-2612.01,-483.23,-2062.74
-2.79,3.08,0,0,510.67,-4853.17,65.44,64.3,2.76,-219.65,29.7,-874.95,-308.55,510.67,-4853.18,411.82,1127.48,-32.77,1345.02,-4334.02,542.22,1884.22
-0.29,-6,0,0,-4013.31,2913.56,64.8,63.5,2.33,-339.15,-33.38,545.11,2068.85,-4013.31,2913.56,-1295.7,182.59,186.56,-3493.88,1057.96,-3795.57,1286.35
4.15,-0.26,0,0,510.76,1753.28,65.48,67.67,3.44,-140.36,202.21,572.02,467.52,510.76,1753.28,1173.79,-2746.52,-72.09,-445.97,4179.94,1147.46,-3674.87
5.74,-3.83,0,0,-612.49,5113.42,67.14,61.62,3.58,-343.76,-42.84,-367.98,473.6,-612.49,5113.41,-1002.36,-73.23,125.63,-2389.76,3557.86,-1520.84,-2118.43
-0.44,-6.17,0,0,-4266.02,2836.53,63.85,64.85,2.82,-339.15,-33.38,-589.39,382.46,-4266.02,2836.54,-1107.16,-144.54,156.56,-4045.7,1096.83,-3299.76,-661.38
-0.35,0.96,0,0,-1576.16,343.98,65,64.4,3.92,611.51,961.82,-330.57,308.27,-1576.16,343.98,217.99,-965.93,-97.82,-1876.46,-247.69,108.26,-2523.2
3.18,0.29,0,0,1023.44,1061.53,68.37,66.03,2.93,-240.42,-18.7,-705.96,-397.92,1023.44,1061.53,-1.94,-903.41,-21.29,-1113.61,2402.94,-292.87,-2832.39
-3.47,3.54,0,0,974.31,-4140.46,68.12,62.23,3.17,-238.32,-56.42,-769.11,25.33,974.31,-4140.47,728.46,-432.45,-24.71,1155.93,-1930.94,1727.49,632.63
1.38,-1.55,0,0,-961.15,2572.64,59.04,62.85,2.99,-256.2,-95.78,718.08,1898.58,-961.15,2572.64,-685.8,554.54,-54.36,-1475.64,2749.89,-1331.53,-74.66
-1.1,-5.76,0,0,-4143.38,2791.83,65.77,63.54,2.12,-339.15,-33.38,1431.4,2848.24,-4143.38,2791.83,-1308.04,196.69,137.54,-3606.12,1099.98,-3856.43,1668.49
-3.3,-1.17,0,0,-3049.9,-1079.91,65.35,66.18,4.36,1310.38,-320.79,1145.26,-288.86,-3049.9,-1079.91,-706.21,-771.05,-32.6,-2762.06,-1469.52,-1885.8,-2099.66
-5.91,2.41,0,0,-1059.31,-2553.27,65.18,63.73,3.49,459.87,-904.35,-164.92,437.49,-1059.31,-2553.27,97.95,462.3,9.74,739.8,-3408.56,763.86,1061.73
0.78,-6.27,0,0,-4136.3,3192.24,63.38,64.06,2.55,-292.29,17.3,-48.6,1237.06,-4136.3,3192.24,-1196.18,-12.11,157.49,-3876.67,1047.23,-3509.13,-95.91
-1.87,2.82,0,0,109.95,-3909.8,62.83,66.08,2.74,-158.81,93.4,-178.71,-657.89,109.95,-3909.8,634.35,1141.14,-22.17,956.45,-4152.96,34,1768.62
0.9,0.88,0,0,-67.55,1125.89,62.47,63.37,4.05,-262.58,-37.33,-809.87,94.66,-67.55,1125.89,1341.2,-2023.96,-21.23,-936.9,636.09,1076.69,-3658.94
2.51,3.57,0,0,3959.47,-821.93,64.54,69,3.69,-97,146.29,-976.64,170.57,3959.47,-821.93,3663.92,-1134.55,-58.29,4199.94,447.56,5581.05,-1127.06
-5.75,-0.8,0,0,-2479.67,-1547.57,64.92,63.62,4.57,-203.83,240.46,-936.57,187.74,-2479.68,-1547.56,2673.21,-1833.02,-71.83,-1972.47,-2751.44,548.02,-1791.52
-1.3,2.42,0,0,1346.35,-4065.48,62.35,69.22,3.79,-178.49,-98.76,-603.24,-95.42,1346.35,-4065.49,833.79,175.96,-64.31,565.18,-2662.35,762.82,1861.91
0.55,2.47,0,0,999.03,985.52,67.85,64.23,2.99,-305.29,2.05,-926.26,20.26,999.03,985.53,1640.24,-1107.39,-39.38,80.57,1629.89,1698.78,-3437.08
-1.09,-6.07,0,0,-4144.67,2845.15,66.45,62,2.24,-339.15,-33.38,-227.7,1092.89,-4144.67,2845.15,-1153.69,45.42,141.6,-3670.78,1104.21,-3359.93,341.9
4.47,-2.48,0,0,943.31,4710.22,59.9,59.83,3.39,-351.02,-74.05,589.68,1693.27,943.31,4710.21,-564.7,262.17,43.21,-706.2,5271.63,-583.82,-517.16
0.07,0.7,0,0,-119.66,-1500.33,63.95,64.64,3.28,1268.3,-764.8,-536.73,-94.71,-119.67,-1500.33,1801.01,692.79,-81.72,704.38,-2262.96,2277.94,-639.6
-3.43,1.72,0,0,-735.81,-4158.38,66.56,64.44,3.95,-175.27,44.83,-658.73,-520.32,-735.81,-4158.38,372.81,1188.36,-34.54,843.83,-4490.26,296.15,1495.57
6.15,2.95,0,0,5521.52,1891,70.32,67.16,4.12,-317.13,-22.88,-558.21,-512.85,5521.52,1890.99,1773.55,-1199.5,-16.75,3573.28,5391.71,3913.56,-2144.9
-3.52,3.61,0,0,1337.23,-3643.21,67.32,64.71,3.18,-224.04,-60.4,-791.35,-104.87,1337.23,-3643.22,110.44,541.86,-22.11,1706.77,-2326.77,383.99,2157.96
-2.38,2.44,0,0,-441.35,-725.63,67.56,65.22,3.69,-271.39,-33.19,-813.82,108.69,-441.35,-725.62,-125.65,-186.35,17.53,520.54,-1073.12,1039.15,-560.6
-0.37,-6.43,0,0,-4203.51,2951.57,63.75,64.75,2.17,-339.15,-33.38,327.25,1688.34,-4203.51,2951.57,-1248.88,143.46,64.54,-3615.96,1170.88,-3482.36,865.79
6.03,-1.99,0,0,2280.81,3689.86,61.36,61.69,3.57,-94.02,-229.05,-146.96,1014.55,2280.81,3689.84,69.7,-297.27,17.93,591.54,4102.51,951.34,-798.01
-2.23,-2.5,0,0,-3089.18,-461.33,63.67,61.78,2.68,-123.52,19.19,708.01,-397.88,-3089.18,-461.33,-888.76,-345.2,85.28,-1926.72,-970.76,-2472.61,-188.1
1.16,1.81,0,0,951.67,371.66,67.5,66.38,2.93,-278.32,282.33,-963.88,-124.42,951.67,371.68,619.57,-1276.73,12.59,-27.28,674.71,1116.34,-2658.01
-1.69,0.01,0,0,-1967.46,-736.35,63.93,59.47,3.24,-305.41,-87.34,-765.51,-61.99,-1967.46,-736.34,-351.88,51.74,138.18,-1250.61,-1634.37,-1514.4,750.18
3.83,3.65,0,0,4375.92,1203.6,65.12,62.68,3.42,-345.17,-82.31,-926.32,-33.88,4375.92,1203.61,1367.96,-72.84,-27.17,2870.11,1153.27,2889.07,-462.57
4.33,0.79,0,0,1024.64,593.67,65.24,67.12,3.42,-36.31,-70.04,-319.16,-1264.78,1024.64,593.67,321.44,-1313.72,39.34,-620.71,1700.72,155.62,-2801.32
-6.75,1.2,0,0,-2403.55,-3103.76,65,66.9,3.37,1789.38,-1046.14,289.92,-591.86,-2403.55,-3103.76,1140.75,-507.45,-64.7,-1229.39,-3624.25,318.38,-554.77
-2.54,2.46,0,0,387.13,-4977.37,62.14,67.28,3.14,636.42,-887.56,993.21,-203.78,387.13,-4977.37,-1107.45,204.77,4.71,53.44,-2293.71,-1776.44,2077.19
-1.41,-5.87,0,0,-4266.85,2584.82,64.23,65,2.47,-290.75,-34.96,-640.68,407.46,-4266.85,2584.82,-1020.53,-152.7,102.35,-3823.68,1045.57,-3207.66,-334.67
-5.52,1.79,0,0,-2099.52,-3175.34,65.8,65.6,3.92,-203.39,-26.85,-612.66,-210.18,-2099.52,-3175.34,66.16,-283.24,-12.8,-634.62,-3602.09,581.17,-325.92
-3.25,1.76,0,0,-866.61,-2113.83,65.32,65.84,3.42,158.69,18.83,-301.46,804.76,-866.61,-2113.83,-117.2,135.98,-38.66,-747.2,-1505.78,-290.65,661.62
-1.92,2.85,0,0,43.21,-738.92,63.29,62.53,4.36,10.16,-250.09,-678.94,-123.65,43.2,-738.91,1402.24,-1578.59,-64.35,-232.13,-891.62,1628.66,-2974.12
-0.86,-5.53,0,0,-4026.95,2619.19,65.83,64.17,2.17,-339.15,-33.38,216.33,1517.27,-4026.95,2619.19,-1276.7,175.93,126.19,-3349.04,925.36,-3627.16,1186.34
1.28,3.53,0,0,4003.34,-219.93,67.91,60.57,3.59,-336.5,-60.35,-882.99,123.66,4003.34,-219.93,475.77,1317.64,-24.91,3230.3,-670.96,2130.57,3368.21
-6.76,1.52,0,0,-2641.99,-2758.42,64.05,65.37,3.57,1779.63,-879.67,311.04,-44.02,-2641.99,-2758.42,799.31,145.24,-35.97,-1091.09,-3699.2,-94.79,599
-4.75,1.66,0,0,-2360.86,-1651.9,63.07,64.8,3.84,624.98,531.53,-535.23,100.31,-2360.86,-1651.9,1395.54,385.55,-34.81,-1327.1,-2931.09,65.89,254.99
-1.71,-1.98,0,0,-2324.8,-1376.48,66.55,66.1,2.78,-205.63,-105.4,556.91,-983.3,-2324.8,-1376.47,-711.98,-154.38,5.55,-1602.42,-1029.52,-2104.98,147.73
-1.8,1.04,0,0,-1505.95,-1441.09,62.55,62.65,2.78,-167.07,-35.4,78.66,2.65,-1505.95,-1441.07,-712.27,518.37,128.89,-682.64,-1876.87,-2084.38,2185.91
-3.04,3.42,0,0,90.24,-2106.84,67.17,63.17,3.44,-271.52,-88.67,-315.23,-792.62,90.23,-2106.83,-215.15,-223.11,34.53,1220.54,-1209.93,97.1,-281.17
0.67,3.73,0,0,2109.51,-1572.7,64.32,65.76,3.42,-39.2,272.58,-478.56,-891.9,2109.51,-1572.69,260.74,-617.81,-26.22,1699.19,151.02,1049.58,-964.78
-6.7,2.13,0,0,-2112.93,-2817.56,62.39,63.65,3.2,2038.55,-537.26,-116.69,486.06,-2112.93,-2817.57,940.52,956.02,-52.75,-349.68,-4182.65,981.42,800.55
4.47,2.27,0,0,2677.2,1538.94,65.91,67.62,2.7,-317.5,36.53,-838.88,68.04,2677.19,1538.94,2054.18,-1525.58,-35.33,670.94,3436.04,2466.21,-3321.22
5.27,-3.02,0,0,265.08,2339.59,69.43,65.89,2.88,10.1,-0.85,59.28,-1336.83,265.08,2339.58,295.6,-1750.67,-10.77,-1832.84,2781.77,-424.98,-3944.58
-2.49,0.48,0,0,-1455.78,-447.71,64.29,64,4.09,-233.89,-18.29,-794.47,-136.47,-1455.78,-447.69,543.97,-993.65,-59.99,-1638.61,-1475.45,-331.18,-2208.61
1.22,0.69,0,0,-224.85,2066.39,66.27,65.08,2.99,-336.09,15.81,-398.84,297.45,-224.85,2066.39,86.38,-879.27,20.6,130.74,2569.49,991.99,-2744.25
0.13,-6.17,0,0,-4198.35,3042.27,66.5,64.79,2.72,-339.15,-33.38,760.27,1979.99,-4198.35,3042.27,-1270.71,162.21,143.56,-3903.81,1256.24,-3524.05,665.9
-2.05,3.57,0,0,1426.47,-1446.01,60.88,68.08,3.69,354.87,92.38,-652.41,-526.71,1426.47,-1446,3790.18,-2499.98,-85.07,1071.21,-1917.19,2951.63,-3064.14
4.85,-2.95,0,0,708.26,3876.58,63.9,58.86,2.99,140.95,-594.3,-894.15,167.3,708.27,3876.57,-486.02,-85.34,-41.29,-1110.81,2962.77,-350.77,-1870.03
-5.29,-0.67,0,0,-2049.24,-2115.53,65.95,66.9,3.46,6.24,-114.59,-514.99,-452.31,-2049.24,-2115.52,999.25,-837.71,-95.32,-1351.61,-3309.61,379.35,-1754.12
-2.58,4.91,0,0,981.38,-1086.64,64.24,62.67,4.24,507.8,-66.23,-904.61,38.27,981.38,-1086.64,1774.09,-225,-33.74,1616.95,-1182.03,3031.07,-1900.68
6.81,-4.51,0,0,-1162,5152.95,66.42,63.26,3.09,-339.15,-33.38,-797.61,285.95,-1162,5152.95,-904.43,-411.34,13.01,-2856.22,3862.22,-1603.81,-3008.81
1.47,-1.42,0,0,-1698.14,882.39,62.73,64.91,2.86,293.02,-503.46,1.73,27.01,-1698.14,882.39,-9.68,-1458.77,110.71,-2062.76,376.47,-803.77,-2012.41
-1.45,-1.91,0,0,-2497.44,1325.27,63.63,65,3.81,83.19,339.79,-751.31,139.91,-2497.45,1325.27,-107.48,-1313.77,-104.06,-2817.56,270.46,-988.04,-3096.74
-0.4,3.61,0,0,1139.36,-2154.69,65.57,64.29,3.37,-37.19,273.05,-634.23,-715.63,1139.36,-2154.68,1384.83,-461.57,-30.58,1435.92,-1751.87,1585.92,-682.05
-5.24,-1.5,0,0,-2875.73,-1334.88,66.4,66.07,3.54,358.83,568.99,-297.84,-32.18,-2875.73,-1334.87,1741.25,-2110.17,-72.64,-2618.62,-2271.18,-431.86,-2032.48
-4.43,1.37,0,0,-1995.31,-3241.3,66.8,64.85,3.46,554.45,-294.97,-444.78,123.43,-1995.31,-3241.3,65.61,244.4,-63.55,-169.34,-3395.81,-17.53,1374.38
-1.51,2.54,0,0,645.4,-2548.81,64.29,59.67,2.93,-337.64,-41.14,-837.26,-76.53,645.4,-2548.8,548.78,913.2,-1.51,670.56,-2665.82,-109.42,2688.48
-4.65,0.46,0,0,-1956.09,-522.39,63.94,65.39,3.95,1357.27,567.15,-788.08,15.24,-1956.09,-522.39,1142.35,-1029.11,-76.72,-1897.71,-1563.09,545.15,-2777.92
4.05,0.74,0,0,968.8,2538.54,66.29,64.5,3.2,-106.41,172.45,-394.86,41.55,968.8,2538.54,1347.44,-1503.14,-21.77,65.57,3552.99,1391.92,-3179.82
-1.65,0.9,0,0,-935.66,-1747.65,63.95,62.05,2.86,-248.72,0.28,-643.78,-307.21,-935.66,-1747.63,-87.12,577.92,20.46,-157.64,-2438.97,-818.82,1764.82
2.24,2.65,0,0,2422.38,62.76,64.72,67.86,3.61,135.94,1148.75,-425.46,-536.83,2422.38,62.77,1448.54,-627,-76.37,2085.4,97.59,2796.81,-803.68
-5.61,0.7,0,0,-2525.79,-2264.98,64.29,63.88,4.09,720.77,881.1,-783.29,161.18,-2525.79,-2264.98,627.6,-717.65,-50.26,-1276.89,-3127.55,558.32,-654.84
-6.16,3.44,0,0,-433.89,-4114.27,64.14,64.23,3.69,366.74,-50.37,-707.37,220.91,-433.89,-4114.27,989.17,-607.29,-68.09,746.92,-4139.96,2116.5,-423.53
-0.12,0.71,0,0,-985.78,-1374.18,65.33,61.86,2.72,288.21,-613.38,-724.62,-77.68,-985.78,-1374.18,980.77,-574.38,27.8,-184.3,-1658.28,201.44,-26.12
0.37,2.81,0,0,1101.21,-1086.28,64.67,67.71,3.58,252.91,292.16,-980.89,-114.58,1101.21,-1086.28,1695.92,-802.61,-92.69,1196.32,-1100.49,2325.57,-1461.53
-2.32,-2.53,0,0,-2856.68,-389.29,62.33,67.07,3.84,190.64,93.07,-605.04,-43.49,-2856.68,-389.28,1228.67,-1348.52,-48.05,-2639.97,-1360.73,-544.33,-1986.25
-1.15,-5.91,0,0,-4115.34,2734.6,64.8,65.2,2.33,-339.15,-33.38,175.33,1133.46,-4115.34,2734.6,-1208.71,71.7,124.19,-3540.46,1101.37,-3484.94,648.29
-3.71,2.68,0,0,-405.03,-4613.29,63.62,65.31,2.82,-237.1,-116.15,-658.95,-985.25,-405.03,-4613.3,-48.27,553.1,-51.7,323.94,-3677.37,-822.43,1487.88
-4.07,1.62,0,0,-953.77,-2874.74,65.4,65.85,3.69,492.21,-458.88,-714.4,-5.15,-953.77,-2874.73,335.61,-601,-72.99,-114.77,-3000.04,1517.28,-987.4
1.39,3.1,0,0,1547.31,-1027.16,63.92,63.88,3.31,-18.07,310.54,-935.67,-550.27,1547.31,-1027.16,882.38,-1161.43,-5.49,1637.61,-377.97,1650.1,-2005.4
-3.53,-0.32,0,0,-2363.41,-355.96,62.61,63.44,3.44,920.21,7.08,-340.82,528.25,-2363.41,-355.95,115.28,-349.71,-108.44,-1696.19,-1573.66,-378.72,-1461.56
4.65,0.37,0,0,1760.7,3675.63,61.97,65.31,2.7,-213.93,88.3,-410.39,-101.06,1760.7,3675.62,261.23,-508.38,36.13,-108.78,3033.77,-387.15,-1459.76
3.35,-0.03,0,0,456.32,2468.82,67.65,65.65,3.4,-257.13,155.61,657.28,-192.6,456.33,2468.82,-240.69,-976.92,-34.63,-1057.83,3965.91,-549.86,-2604.09
2.89,-2.54,0,0,-1703.83,2806.19,67.95,64.55,3.01,-199.78,233.99,601.18,1451.93,-1703.83,2806.19,-613.02,-1024.95,-64.69,-2749.56,2355.47,-1701.32,-2443.95
-0.54,-6.08,0,0,-4244.32,2800.01,66.17,64,2.17,-339.15,-33.38,642.95,1935.6,-4244.32,2800.01,-1279.24,176.09,163.69,-3633.21,1098.06,-3579.36,1007.58
-3.43,-0.95,0,0,-2925.04,-312.67,64.13,61,3.84,2.11,-195.21,-511.75,70.1,-2925.04,-312.67,143.93,-1263.62,-17.87,-2637.73,-1347.53,-1329.76,-1387.32
1.59,-1.72,0,0,-1657.5,385.77,67.32,65.44,2.51,58.53,-2.14,934.41,-763.53,-1657.5,385.78,-561.71,-507.3,-29.42,-2199.71,1110.78,-1961.23,-947.66
3.58,3.11,0,0,3974.45,1594.85,66.58,64.94,3.03,-221.14,-136.46,-949.82,124.36,3974.45,1594.85,1468.6,-1097.79,-39.32,2461.43,3382.46,3425.61,-2127.46
2.46,1.91,0,0,805.6,-1222.62,65.65,67.45,2.74,-308.7,-25.87,43.87,-1859.19,805.6,-1222.6,352.17,-646.94,25.07,-13.4,27.12,-33.61,-1390.73
-0.51,-5.96,0,0,-4205.99,2936.16,63.75,65.25,2.17,-339.15,-33.38,1498.94,2957.83,-4205.99,2936.16,-1308.04,196.69,136.93,-3688.66,1121.22,-3856.43,1668.49
-2.92,-0.9,0,0,-2297.86,374.41,62.31,61.44,3.69,689.92,-593.21,-823.25,177.81,-2297.86,374.41,169.73,322.9,-57.27,-1590.13,-1330.08,-372.43,-781.42
3.38,1.22,0,0,2276.64,706.31,63.15,66.25,3.69,-272.17,-40.53,-932.95,17.25,2276.64,706.3,2562.5,-1337.63,-45.83,673.89,765.01,2398.4,-2164.28
-1.58,-5.74,0,0,-4163.65,2664.14,65.91,64.36,2.24,-302.16,-21.98,-217.41,967.98,-4163.65,2664.14,-1138.12,49.7,109,-3604.55,1087.4,-3278.83,352.17
1.95,-2.37,0,0,-1032.38,2659.18,59.17,64.33,2.74,-111.88,-160.33,216.46,533.56,-1032.38,2659.17,-531.69,732.6,-36.72,-903.71,2013.76,-635.64,-210.63
-0.77,-6.3,0,0,-4217.22,2903.59,66.83,62.58,2.17,-339.15,-33.38,585.22,1683.62,-4217.22,2903.59,-1280.07,140.46,182.85,-3708.74,1132.72,-3624.68,840.53
-3.47,2.6,0,0,-757.21,-4170.19,65.56,61.39,3.19,-226.8,-80.25,-663.48,-846.66,-757.21,-4170.19,-86.04,460.65,-63.65,73.1,-3134.96,-1087.7,1524.7
2.49,4.16,0,0,3899.18,-2591.22,64.48,64.39,3.03,-363.09,2.79,-994.41,141.33,3899.18,-2591.22,831.91,-277.12,-45.03,4553.51,-1177.42,4416.85,1049.43
-2.1,2.56,0,0,365.43,-3747.18,62.04,65.38,2.93,-222.88,14.14,-859.42,-97.38,365.43,-3747.18,293.48,1397.05,-35.23,1461.76,-4181.31,1072.11,1934.37
-0.8,-6,0,0,-4289.73,2726.47,65.08,63.77,2.82,-339.15,-33.38,-573.53,430.43,-4289.73,2726.47,-1135.59,-23.3,169.65,-3891.89,1083.1,-3286.71,-422.15
0.9,-1.77,0,0,-1180.79,1245.88,61.67,64.17,3.95,-139.43,-192.51,-877.19,229.54,-1180.79,1245.88,-205.01,-35.57,-9.46,-1249.53,1143.76,-317.11,-1206.41
-0.95,2.43,0,0,236.34,-129.94,64.24,66.57,3.8,655.9,769.16,484.88,636.04,236.34,-129.94,780.86,-807.51,-63.72,506.25,-255,1396.17,-1519.15
2.84,-1.94,0,0,-427.89,3496.64,61.25,60.75,3.12,-247.43,-219.72,-962.75,158.7,-427.89,3496.62,-416.57,-9.18,18.72,-1681.65,3616.4,-563.96,-2310.92
-0.2,0.79,0,0,-681.37,-1376.07,62.74,61.79,3.81,1130.76,667.21,-139.89,-50.31,-681.38,-1376.07,680.51,552.82,-88.85,556.17,-2240.74,1852.67,-194.05
-0.56,-0.37,0,0,-1352.54,1320.14,61.55,61.1,3.24,86.14,-328.73,346.61,596.36,-1352.54,1320.13,-672.96,415.99,-54.46,-360.03,280.36,-855.52,-65.05
3.43,3.38,0,0,5127.89,-301.87,66.2,65.1,3.12,-224.64,-60.4,385.12,-1013.89,5127.89,-301.87,409.46,-45.83,-56.39,4528.45,-165.51,2273.21,893.5
-0.19,-6.36,0,0,-4264.9,2963.29,64.5,63.67,2.17,-339.15,-33.38,303.69,1650.97,-4264.9,2963.29,-1266.05,152,110.48,-3706.45,1153.94,-3513.33,753.28
-1.29,-0.52,0,0,-560.54,-1089.49,61.41,65.3,2.6,-166.36,-179.92,-271.18,-537.24,-560.54,-1089.47,-1004.32,-50.96,20.52,-1000.05,-72.16,-1764.16,267.06
0.26,-1.14,0,0,-1328.51,-1226.34,65.04,60.13,2.8,-202.29,44.77,409.71,960.71,-1328.51,-1226.35,-351.62,275.51,16.25,-747.63,-447.65,-1002.56,1006.14
-5.63,-1.17,0,0,-4038.01,-1229.23,66.6,63.8,4.45,128.46,-327.11,804.57,-408.53,-4038.01,-1229.23,-618.09,252.65,-28.99,-2495.28,-2132.31,-2182.3,398.55
0.73,-0.22,0,0,3665.46,-1096.61,62.79,64.45,2.93,-339.15,-33.38,-135.51,-2130.68,3665.45,-1096.6,-866.53,474.33,47.22,1963.7,1787.45,-636.88,1397
